category,glass_name,nasal_engraving,glass_index,material,glass_supplier_name,image_engraving
verres_progressifs,eterea_blue_natural_fotocolor_fotochroma_transition_xtractive_fotocar_speedy_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1807-nas-rond.tif.jpg,1.5,org,divel_france,True
verres_progressifs,eterea_blue_natural_fotocolor_transition_xtractive_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1807-nas-rond.tif.jpg,1.6,org,divel_france,True
verres_progressifs,eterea_blue_natural_transition_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1807-nas-rond.tif.jpg,1.67,org,divel_france,True
verres_progressifs,aliena_blue_natural_fotocolor_fotochroma_transition_xtractive_fotocar_speedy_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1808-nas-trianglecarre.tif.jpg,1.5,org,divel_france,True
verres_progressifs,neomade_16_167,7n2,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,neomade_19_167,7n1,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,neomade_22_167,7n0,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,neomade_16_16,6n2,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,neomade_19_16,6n1,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,neomade_22_16,6n0,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,neomade_16_15,5n2,1.5,org ar blanc/couleur - trans. - xtractive - photo,indo_optical_france,False
verres_progressifs,neomade_19_15,5n1,1.5,org ar blanc/couleur - trans. - xtractive - photo,indo_optical_france,False
verres_progressifs,neomade_22_15,5n0,1.5,org ar blanc/couleur - trans. - xtractive - photo,indo_optical_france,False
verres_progressifs_made_in_france,perception,per,1.50 / 1.60 / 1.67,org,hephilens,False
verres_progressifs_made_in_france,perception_770,per7,1.5 / 1.60 / 1.67 / 1.74,org,hephilens,False
verres_progressifs_made_in_france,perception_770,per7,1.59,poly,hephilens,False
verres_progressifs_made_in_france,myoshield,myo,1.59,poly,hephilens,False
verres_progressifs_made_in_france,myoshield,myo,1.5 / 1.60 / 1.67 / 1.74,org,hephilens,False
verres_progressifs_made_in_france,perception,per,1.59,poly,hephilens,False
verres_freinateur_de_myopie,myoshield,myo,1.59,poly,hephilens,False
verres_freinateur_de_myopie,myoshield,myo,1.5 / 1.60 / 1.67 / 1.74,org,hephilens,False
verres_freinateur_de_myopie,perception,per,1.59,poly,hephilens,False
uncategorized,camber_freestyle,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,camber_freestyle,,1.53,tvx,hephilens,False
uncategorized,camber_freestyle,,1.59,poly,hephilens,False
uncategorized,innovator_individual,,1.53,tvx,hephilens,False
verres_progressifs,variovid_cat4_blanc_esm_transitions_transitions_xtractive_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,1.5,org,leica_eyecare,True
uncategorized,absolu_urbain_15_blanc_x400_xblue_transitions_gens_transitions_xtractive_pola_pol_dgrad_pola_drw,abu,1.50,org,mega_optic,False
progressif_free-form_personnalisé,integral_ou_integral_ip_150_transitions,https://si.france-optique.com/img/gravures/nasal/web_94-nas-mont-royal-01.tif.jpg,1.5,org,mont_royal,True
verres_de_proximité,premid_160,,1.60,org,ophtalmic_compagnie,False
verres_progressifs,yuniku_progressive_eyvia_174_uv20_11_16mm_blanc,yp_7,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,presio_touch_15_150,t n15,1.50,org,nikon_verres_optiques,False
verres_progressifs,presio_touch_15_160,t n35,1.60,org,nikon_verres_optiques,False
verres_progressifs,presio_touch_15_167,t n45,1.67,org,nikon_verres_optiques,False
verres_progressifs,presio_i_focus_15_13_150,f n15 n13,1.50,org,nikon_verres_optiques,False
verres_progressifs,presio_i_focus_15_13_160,f n35 n33,1.60,org,nikon_verres_optiques,False
verres_progressifs,aliena_blue_natural_fotocolor_transition_xtractive_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1808-nas-trianglecarre.tif.jpg,1.6,org,divel_france,True
verres_progressifs,adaptashort_16,aps6,1.6,org ar blanc/couleur - trans. - photo,indo_optical_france,False
verres_progressifs,adaptashort_15,aps5,1.5,org ar blanc/couleur - trans. - xtractive - photo,indo_optical_france,False
verres_progressifs,work_indofin_167_work_indoor_if167,wr67  wir67,1.67,org,indo_optical_france,False
verres_progressifs,work_indofin_16_work_indoor_if16,wr6   wir6,1.6,org,indo_optical_france,False
verres_progressifs,work_superfin_15_work_indoor_sf15,wr   wir,1.5,org,indo_optical_france,False
verres_progressifs,work_indoor_if16,wir6,1.6,org / ar blanc,indo_optical_france,False
verres_progressifs,work_indoor_sf15,wir,1.5,org / ar blanc,indo_optical_france,False
verres_progressifs,drive_indofin_167,dv67,1.67,org / day-night,indo_optical_france,False
verres_progressifs,drive_indofin_167_polar,dvp67,1.67,org pola,indo_optical_france,False
verres_progressifs,drive_indofin_16,dv6,1.6,org / day-night,indo_optical_france,False
verres_progressifs,drive_indofin_16_polar,dvp6,1.6,org pola,indo_optical_france,False
verres_progressifs,drive_superfin_15,dv,1.5,org / day-night / xtractive,indo_optical_france,False
verres_progressifs,drive_sf15_polar,dvp,1.5,org pola,indo_optical_france,False
verres_progressifs,admira_18_mineral,18,1.8,min,indo_optical_france,False
verres_progressifs,admira_16_mineral,h,1.6,min blanc / photo,indo_optical_france,False
verres_progressifs,unimax_174,mf74,1.74,org ar blanc - trans.,indo_optical_france,False
verres_progressifs,unimax_167,mf67,1.67,org ar blanc/couleur - trans. - photo.,indo_optical_france,False
verres_progressifs,unimax_167_polar,mfp67,1.67,org pola,indo_optical_france,False
verres_progressifs,unimax_16,mf6,1.6,org ar blanc/couleur - trans. - photo.,indo_optical_france,False
verres_progressifs,unimax_16_polar,mfp6,1.6,org pola,indo_optical_france,False
verres_progressifs,unimax_15,mf,1.5,org ar blanc/couleur - trans. - xtractive - photo.,indo_optical_france,False
verres_progressifs,unimax_15_polar,mfp,1.5,org pola,indo_optical_france,False
verres_progressifs,unimax_sport_167_polar_n10,mfsp67,1.67,org pola,indo_optical_france,False
verres_progressifs,unimax_sport_167_couleur,mfs67,1.67,org*,indo_optical_france,False
verres_progressifs,unimax_sport_16_polar_n10,mfsp6,1.6,org pola,indo_optical_france,False
verres_progressifs,unimax_sport_16_couleur,mfs6,1.6,org*,indo_optical_france,False
verres_progressifs,unimax_sport_15_polar_n10,mfsp,1.5,org pola,indo_optical_france,False
verres_progressifs,unimax_sport_15_couleur,mfs,1.5,org*,indo_optical_france,False
verres_progressifs,forza_167,py67 p8y67,1.67,org ar blanc - trans.,indo_optical_france,False
verres_progressifs,forza_167_polar,pyp67 p8yp67,1.67,org pola,indo_optical_france,False
verres_progressifs,forza_16,py6 p8y6,1.6,org ar blanc - trans.,indo_optical_france,False
verres_progressifs,forza_16_polar,pyp6 p8yp6,1.6,org pola,indo_optical_france,False
verres_progressifs,forza_15,p p8,1.5,org ar blanc/couleur - trans. - xtractive,indo_optical_france,False
verres_progressifs,forza_15_polar,pp p8p,1.5,org pola,indo_optical_france,False
verres_progressifs,indofin_167as_indopolar,r,1.67,org pola,indo_optical_france,False
verres_progressifs,indofin_16_indopolar,r,1.6,org pola,indo_optical_france,False
verres_progressifs,superfin_indopolar,r,1.5,org pola,indo_optical_france,False
verres_progressifs,lecta_superfin,l,1.5,org,indo_optical_france,False
verres_progressifs,basic_16_15,5c,1.5,org / ar blanc,indo_optical_france,False
verres_progressifs,basic_19_15,5b,1.5,org / ar blanc,indo_optical_france,False
uncategorized,innovator_individual,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator_individual,,1.59,poly,hephilens,False
uncategorized,innovator_plus,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator_plus,,1.53,tvx,hephilens,False
uncategorized,innovator_plus,,1.59,poly,hephilens,False
uncategorized,innovator,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator,,1.53,tvx,hephilens,False
uncategorized,innovator,,1.59,poly,hephilens,False
uncategorized,innovator_computer,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator_computer,,1.53,tvx,hephilens,False
uncategorized,innovator_computer,,1.59,poly,hephilens,False
uncategorized,innovator_desktop,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator_desktop,,1.53,tvx,hephilens,False
uncategorized,innovator_desktop,,1.59,poly,hephilens,False
uncategorized,innovator_office,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator_office,,1.59,poly,hephilens,False
uncategorized,innovator_office,,1.53,tvx,hephilens,False
uncategorized,innovator_home,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,innovator_home,,1.59,poly,hephilens,False
uncategorized,innovator_home,,1.53,tvx,hephilens,False
uncategorized,camber_computer,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,camber_computer,,1.59,poly,hephilens,False
uncategorized,camber_computer,,1.53,tvx,hephilens,False
uncategorized,camber_desktop,,1.59,poly,hephilens,False
uncategorized,camber_desktop,,1.53,tvx,hephilens,False
uncategorized,camber_desktop,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,camber_office,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
verres_progressifs,variovid_cat4_blanc_esm_transitions_transitions_xtractive_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,1.6,org,leica_eyecare,True
uncategorized,absolu_urbain_tvx_153_blanc_transitions_gens_transitions_xtractive_pola,abu,1.53,tvx,mega_optic,False
uncategorized,absolu_urbain_159_blanc_transitions_gens_transitions_xtractive_pola_pola_drw,abu,1.59,poly,mega_optic,False
uncategorized,absolu_urbain_16_blanc_xblue_transitions_gens_transitions_xtractive_pola,abu,1.6,mr8,mega_optic,False
uncategorized,absolu_urbain_167_blanc_xblue_transitions_gens_transitions_xtractive_pola,abu,1.67,org,mega_optic,False
uncategorized,absolu_urbain_174_blanc_xblue_transitions_gens,abu,1.74,org,mega_optic,False
uncategorized,absolu_script_15_blanc_x400_xblue_transitions_gens_transitions_xtractive_pola_pola_dgrad_pola_drw,abs,1.5,org,mega_optic,False
uncategorized,absolu_script_tvx_153_blanc_transitions_gens_transitions_xtractive_pola,abs,1.53,tvx,mega_optic,False
uncategorized,absolu_script_159_blanc__transitions_gens_transitions_xtractive_pola_pola_drw,abs,1.59,poly,mega_optic,False
uncategorized,absolu_script_16_blanc_xblue_transitions_gens_transitions_xtractive_pola,abs,1.6,mr8,mega_optic,False
uncategorized,absolu_script_167_blanc_xblue_transitions_gens_transitions_xtractive_pola,abs,1.67,org,mega_optic,False
uncategorized,absolu_script_174_blanc_xblue_transitions_gens,abs,1.74,org,mega_optic,False
uncategorized,absolu_evasion_15_blanc_x400_xblue_transitions_gens_transitions_xtractive_pola_pola_dgrad_pola_drw,abe,1.5,org,mega_optic,False
uncategorized,absolu_evasion_tvx_153_blanc_transitions_gens_transitions_xtractive_pola,abe,1.53,tvx,mega_optic,False
uncategorized,absolu_evasion_159_blanc_transitions_gens_transitions_xtractive_pola_pola_drw,abe,1.59,poly,mega_optic,False
uncategorized,absolu_evasion_16_blanc_xblue_transitions_gens_transitions_xtractive_pola,abe,1.6,org,mega_optic,False
uncategorized,absolu_evasion_167_blanc_xblue_transitions_gens_transitions_xtractive_pola,abe,1.67,org,mega_optic,False
uncategorized,absolu_evasion_174_blanc_xblue_transitions_gens,abe,1.74,org,mega_optic,False
uncategorized,atria_15_blanc_x400_xblue_transitions_gens_transitions_xtractive_pola_pola_dgrad_pola_drw,ia,1.5,org,mega_optic,False
uncategorized,atria_tvx_153_blanc_trans_gens_trans_xtractive_pola,ia,1.53,tvx,mega_optic,False
uncategorized,atria_159_blanc_transitions_gens_transitions_xtractive_pola_pola_drw,ia,1.59,poly,mega_optic,False
uncategorized,atria_16_blanc_xblue_transitions_gens_transitions_xtractive_pola,ia,1.6,mr8,mega_optic,False
uncategorized,atria_167_blanc_xblue_transitions_gens_transitions_xtractive_pola,ia,1.67,org,mega_optic,False
uncategorized,atria_174_blanc_xblue_transitions_gens,ia,1.74,org,mega_optic,False
uncategorized,3d_fit_15_blanc_x400_xblue_trans_gens_trans_xtractive_trans_xtractive_pola_pola_pola_dgrad_pola_drw,3dfit,1.5,org,mega_optic,False
uncategorized,3d_fit_tvx_153_blanc_trans_gens_transitions_xtractive_pola,3dfit,1.53,tvx,mega_optic,False
uncategorized,3d_fit_159_blanc_trans_gens_transitions_xtractive_pola_pola_drw,3dfit,1.59,poly,mega_optic,False
uncategorized,3d_fit_16_blanc_xblue_trans_gens_trans_xtractive_trans_xtractive_pola_pola,3dfit,1.6,org,mega_optic,False
uncategorized,3d_fit_167_blanc_xblue_trans_gens_trans_xtractive_trans_xtractive_pola_pola,3dfit,1.67,org,mega_optic,False
uncategorized,3d_fit_174_blanc_xblue_trans,3dfit,1.74,org,mega_optic,False
uncategorized,3d_full_tech_15_blanc_x400_xblue_trans_gens_trans_xtractive_trans_xtractive_pola_pola_pola_dgrad_pola_drw,3dft,1.5,org,mega_optic,False
uncategorized,3d_full_tech_tvx_153_blanc_trans_gens_trans_xtractive_pola,3dft,1.53,tvx,mega_optic,False
progressif_free-form_personnalisé,integral_ou_integral_ip_160_transitions,https://si.france-optique.com/img/gravures/nasal/web_94-nas-mont-royal-01.tif.jpg,1.6,org,mont_royal,True
verres_de_proximité,premid_poly,,1.59,org,ophtalmic_compagnie,False
verres_de_proximité,premid_150,,1.50,org,ophtalmic_compagnie,False
verres_de_proximité,ophtalmic_kinetic_hr_174,k ou ks,1.74,org,ophtalmic_compagnie,False
verres_de_proximité,epsy_174,https://si.france-optique.com/img/gravures/nasal/web_852-oph-com_2019.tif.jpg,1.74,org,ophtalmic_compagnie,True
verres_progressifs,mystyle_v_eyegenius_eyvia_174_uv20_11_16mm_blanc,eg,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,mystyle_v_eyegenius_eyas_160_uv20_11_16mm_blanc_sensity_2_sensity_dark,eg,1.60,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,mystyle_v_eyegenius_pnx_153_uv20_11_16mm_blanc_sensity_2,eg,1.53,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,mystyle_v_eyegenius_organique_150_11_16mm_blanc_sensity_2_sensity_dark,eg,1.50,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,lifestyle_3i_indoor_outdoor_urban_eyvia_174_uv20_11_14mm_blanc,li_7i ou li_7o ou li_7u,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,lifestyle_3_indoor_outdoor_urban_eyvia_174_uv20_11_14mm_blanc,l_7i ou l_7o ou l_7u,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,balansis_eyvia_174_uv20_11mm_14mm_blanc,b17 ou b47,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,daynamic_153_11mm_14mm_polarisant,dp1x ou dp4x,1.53,org pola,hoya_vision_care_france,False
verres_progressifs,amplitude_plus_eynoa_167_uv20_11mm_15mm_blanc_sensity_2_sensity_dark,da15 ou da55,1.67,org blanc/ pho,hoya_vision_care_france,False
verres_progressifs,yuniku_digital_t5_t9_t13_eyvia_174_uv20_blanc,yd7,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,yuniku_single_vision_eyvia_174_uv20_blanc,ys7,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,nulux_identity_v_eyegenius_eyvia_174_uv20_blanc,eg,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,sync_iiii_t5_t9_t13_eyvia_174_uv20_blanc,syi7,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,myself_eyvia_174_uv20_11_16mm_blanc,my_7,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,balansis_i_eyvia_174_uv20_11mm_14mm_blanc,bi17 ou bi47,1.74,org blanc,hoya_vision_care_france,False
verres_progressifs,daynamic_167_advanced_lights_protection_11mm_14mm_blanc,dp14l ou dp45l,1.67,org blanc,hoya_vision_care_france,False
verres_progressifs,lifestyle_3i_indoor_outdoor_urban_167_advanced_lights_protection_11_14mm_blanc,li_5li ou li_5lo ou li_5lu,1.67,org blanc,hoya_vision_care_france,False
verres_progressifs,yuniku_progressive_eynoa_167_uv20_11_16mm_blanc_sensity_2_sensity_dark,yp_5,1.67,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,mystyle_v_eyegenius_eynoa_167_uv20_11_16mm_blanc_sensity_2_sensity_dark,eg,1.67,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,lifestyle_3i_indoor_outdoor_urban_eynoa_167_uv20_11_14mm_blanc_sensity_2_sensity_dark,li_5i ou li_5o ou li_5u,1.67,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,lifestyle_3_indoor_outdoor_urban_167_advanced_lights_protection_11_14mm_blanc,l_5li ou l_5lo ou l_5lu,1.67,org blanc,hoya_vision_care_france,False
verres_progressifs,balansis_eynoa_167_uv20_11mm_14mm_blanc_sensity_2_sensity_dark,b15 ou b45,1.67,org blanc /  pho,hoya_vision_care_france,False
verres_progressifs,yuniku_digital_t5_t9_t13_eynoa_167_uv20_blanc_sensity_2_sensity_dark_fin_polarisant,yd5,1.67,org blanc / pho / pola,hoya_vision_care_france,False
verres_progressifs,yuniku_single_vision_eynoa_167_uv20_blanc_sensity_2_sensity_dark_fin_polarisant,ys5,1.67,org blanc / pho / pola,hoya_vision_care_france,False
verres_progressifs,nulux_identity_v_eyegenius_eynoa_167_uv20_blanc_sensity_2_sensity_dark,eg,1.67,org blanc/ pho,hoya_vision_care_france,False
verres_progressifs,balansis_i_167_advanced_lights_protection_11mm_14mm_blanc,bi15l ou bi45l,1.67,org blanc,hoya_vision_care_france,False
verres_progressifs,daynamic_pnx_153_uv20_11mm_14mm_blanc_sensity_2,dp1x ou dp4x,1.53,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,myself_167_advanced_lights_protection_11_16mm_blanc,my_5l,1.67,org blanc,hoya_vision_care_france,False
verres_progressifs,mystyle_v_eyas_160_uv20_11_16mm_blanc_sensity_2_sensity_dark,msv _3,1.60,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,mystyle_v_pnx_153_uv20_11_16mm_blanc_sensity_2,msv _x,1.53,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,mystyle_v_organique_150_11_16mm_blanc_sensity_2_sensity_dark,msv _1,1.50,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,lifestyle_3i_close_active_allround_167_11_14mm_fin_polarisant,li_5i ou li_5o ou li_5u,1.67,org pola,hoya_vision_care_france,False
verres_progressifs,daynamic_167_11mm_14mm_fin_polarisant,dp14 ou dp45,1.67,org pola,hoya_vision_care_france,False
verres_progressifs,amplitude_plus_eyas_160_uv20_11mm_15mm_blanc_sensity_2_sensity_dark,da13 ou da53,1.60,org blanc/ pho,hoya_vision_care_france,False
verres_progressifs,myself_eynoa_167_uv20_11_16mm_blanc_sensity_2_sensity_dark,my_5,1.67,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,balansis_i_eynoa_167_uv20_11mm_14mm_blanc_sensity_2_sensity_dark,bi15 ou  bi45,1.67,org blanc / pho,hoya_vision_care_france,False
verres_progressifs,presio_i_focus_15_13_167,f n45 n43,1.67,org,nikon_verres_optiques,False
verres_progressifs,presio_clear_15_13_150,c n15 n13,1.50,org,nikon_verres_optiques,False
verres_progressifs,presio_clear_15_13_160,c n35 n33,1.60,org,nikon_verres_optiques,False
verres_progressifs,presio_clear_15_13_167,c n45 n43,1.67,org,nikon_verres_optiques,False
verres_progressifs,presio_clear_15_13_174,c n55 n53,1.74,org,nikon_verres_optiques,False
verres_progressifs,presio_definition_14_12_150,d n14 n12,1.50,org,nikon_verres_optiques,False
verres_progressifs,presio_definition_14_12_160,d n34 n32,1.60,org,nikon_verres_optiques,False
verres_progressifs,presio_definition_14_12_167,d n44 n42,1.67,org,nikon_verres_optiques,False
verres_progressifs,presio_definition_14_12_174,d n54 n52,1.74,org,nikon_verres_optiques,False
verres_progressifs,presio_balance_14_12_150,https://si.france-optique.com/img/gravures/nasal/web_1425-nas-nikon-Balance1214.tif.jpg,1.50,org,nikon_verres_optiques,True
verres_progressifs,basic_16_16,6c,1.6,org / ar blanc,indo_optical_france,False
verres_progressifs,basic_19_16,6b,1.6,org / ar blanc,indo_optical_france,False
verres_progressifs,basic_16_167,7c,1.67,org / ar blanc,indo_optical_france,False
verres_progressifs,basic_19_167,7b,1.67,org / ar blanc,indo_optical_france,False
verres_progressifs,basic_16_174,8c,1.74,org / ar blanc,indo_optical_france,False
verres_progressifs,basic_19_174,8b,1.74,org / ar blanc,indo_optical_france,False
verres_progressifs,maxviewu_174,mwu74,1.74,org ar blanc - trans.,indo_optical_france,False
verres_progressifs,maxviewu_167,mwu67,1.67,org ar blanc/couleur-trans.-xtractive-photo-pola,indo_optical_france,False
verres_progressifs,maxviewu_16,mwu6,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,maxviewu_15,mwu,1.5,org ar blanc/couleur-trans.-xtractive-photo-pola,indo_optical_france,False
verres_progressifs,maximau_174,mxu74,1.74,org ar blanc/couleur - trans.,indo_optical_france,False
verres_progressifs,maximau_167,mxu67,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,maximau_16,mxu6,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,maximau_15,mxu,1.5,org ar blanc/couleur-trans.-xtractive-photo-pola,indo_optical_france,False
verres_progressifs,maxima_sportu_167,mxsu67,1.67,org couleur - pola,indo_optical_france,False
verres_progressifs,maxima_sportu_16,mxsu6,1.6,org couleur - pola,indo_optical_france,False
verres_progressifs,maxima_sportu_15,mxsu,1.5,org couleur - pola,indo_optical_france,False
verres_progressifs,easymaxu_167,esu67,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,easymaxu_16,esu6,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,easymaxu_15,esu,1.5,org ar blanc/couleur-trans.-xtractive-photo-pola,indo_optical_france,False
verres_progressifs,ingeniau_174,inu74,1.74,org ar blanc - transitions,indo_optical_france,False
verres_progressifs,ingeniau_167,inu67,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,ingeniau_16,inu6,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,ingeniau_15,inu,1.5,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,activau_167,acu67,1.67,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,activau_16,acu6,1.6,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,activau_15,acu,1.5,org ar blanc/couleur - trans. - photo - pola,indo_optical_france,False
verres_progressifs,superkid_miofocal_15_nsuperclear,smf,1.5,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_15_engy_blue_ir,smf,1.5,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_16_nsuperclear,smf6,1.6,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_16_engy_blue_ir,smf6,1.6,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_167_nsuperclear,smf67,1.67,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_167_engy_blue_ir,smf67,1.67,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_174_nsuperclear,smf74,1.74,org,indo_optical_france,False
verres_progressifs,superkid_miofocal_174_engy_blue_ir,smf74,1.74,org,indo_optical_france,False
verres_à_profondeur_de_champ,work_indoor_if16,wir6,1.6,org / ar blanc,indo_optical_france,False
verres_à_profondeur_de_champ,work_indoor_sf15,wir,1.5,org / ar blanc,indo_optical_france,False
verres_progressifs,aliena_blue_natural_transition_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1808-nas-trianglecarre.tif.jpg,1.67,org,divel_france,True
uncategorized,camber_office,,1.59,poly,hephilens,False
uncategorized,camber_office,,1.53,tvx,hephilens,False
uncategorized,camber_home,,1.59,poly,hephilens,False
uncategorized,camber_home,,1.53,tvx,hephilens,False
uncategorized,camber_home,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,facile,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,facile,,1.59,poly,hephilens,False
uncategorized,facile,,1.53,tvx,hephilens,False
uncategorized,prodrive,,1.59,poly,hephilens,False
uncategorized,prodrive,,1.53,tvx,hephilens,False
uncategorized,prodrive,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,bifocal_digital,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,bifocal_digital,,1.59,poly,hephilens,False
uncategorized,bifocal_digital,,1.53,tvx,hephilens,False
uncategorized,single_vision_individual,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,single_vision_individual,,1.59,poly,hephilens,False
uncategorized,single_vision_individual,,1.53,tvx,hephilens,False
uncategorized,single_vision_plus,,1.53,tvx,hephilens,False
uncategorized,single_vision_plus,,1.59,poly,hephilens,False
uncategorized,single_vision_plus,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,single_vision_prodrive,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,org,hephilens,False
uncategorized,single_vision_prodrive,,1.59,poly,hephilens,False
uncategorized,single_vision_prodrive,,1.53,tvx,hephilens,False
verres_progressifs_made_in_france,perception,,1.50 / 1.60 / 1.67,org,hephilens,False
verres_progressifs_made_in_france,perception_770,,1.5 / 1.60 / 1.67 / 1.74,org,hephilens,False
verres_progressifs_made_in_france,perception_770,,1.59,poly,hephilens,False
verres_progressifs,variovid_cat4_blanc_esm_transitions_transitions_xtractive_polarisant,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,1.67,org,leica_eyecare,True
uncategorized,3d_full_tech_159_blanc_trans_gens_trans_xtractive_pola_pola_drw,3dft,1.59,poly,mega_optic,False
uncategorized,3d_full_tech_16_blanc_xblue_trans_gens_trans_xtractive_trans_xtractive_pola_pola,3dft,1.6,mr8,mega_optic,False
uncategorized,3d_full_tech_167_blanc_xblue_trans_gens_trans_xtractive_trans_xtractive_pola_pola,3dft,1.67,org,mega_optic,False
uncategorized,3d_full_tech_174_blanc_xblue_trans,3dft,1.74,org,mega_optic,False
uncategorized,viphd_15_blanc_x400_xblue_transitions_gens_transitions_xtractive_pola_pola_dgrad_pola_drw,vi,1.50,org,mega_optic,False
uncategorized,viphd_tvx_153_blanc_transitions_gens_transitions_xtractive_pola,vi,1.53,tvx,mega_optic,False
uncategorized,viphd_159_blanc_transitions_gens_transitions_xtractive_pola_pola_drw,vi,1.59,poly,mega_optic,False
uncategorized,viphd_16_blanc_xblue_transitions_gens_transitions_xtractive_pola,vi,1.6,mr8,mega_optic,False
uncategorized,viphd_167_blanc_xblue_transitions_gens_transitions_xtractive_pola,vi,1.67,org,mega_optic,False
uncategorized,viphd_174_blanc_xblue_transitions_gens,vi,1.74,org,mega_optic,False
uncategorized,agilahd_15_blanc,ag agm,1.50,org,mega_optic,False
uncategorized,agilahd_16_blanc,ag agm,1.6,org,mega_optic,False
