nom_du_verre,gamme,serie,variante,hauteur_min,hauteur_max,traitement_protection,traitement_photochromique,materiau,indice,fournisseur,url_gravure,url_source
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,T N15,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,T N35,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,NIKON VERRES OPTIQUES,T N45,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,F N15/N13,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,F N35/N33,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,NIKON VERRES OPTIQUES,F N45/N43,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,C N15/N13,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,C N35/N33,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,NIKON VERRES OPTIQUES,C N45/N43,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,NIKON VERRES OPTIQUES,C N55/N53,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,D N14/N12,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,D N34/N32,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,NIKON VERRES OPTIQUES,D N44/N42,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,NIKON VERRES OPTIQUES,D N54/N52,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,https://si.france-optique.com/img/gravures/nasal/web_1425-nas-nikon-Balance1214.tif.jpg,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,https://si.france-optique.com/img/gravures/nasal/web_1426-nas-nikon-Balance3234.tif.jpg,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,NIKON VERRES OPTIQUES,https://si.france-optique.com/img/gravures/nasal/web_1427-nas-nikon-Balance4244.tif.jpg,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,NIKON VERRES OPTIQUES,https://si.france-optique.com/img/gravures/nasal/web_1428-nas-nikon-Balance5254.tif.jpg,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,PZN12/N14,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,PZN32/N34,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,NIKON VERRES OPTIQUES,PZN42/N44,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,NIKON VERRES OPTIQUES,PZN52/N54,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,NIKON VERRES OPTIQUES,https://si.france-optique.com/img/gravures/nasal/web_1852-MasterZinfinite-1412.tif.jpg,https://www.france-optique.com/gravures/fournisseur=561
Presio,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,NIKON VERRES OPTIQUES,https://si.france-optique.com/img/gravures/nasal/web_1853-MasterZinfinite-3432.tif.jpg,https://www.france-optique.com/gravures/fournisseur=561
